battle_id,category,model,value
battle_02204,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02205,Instruction Following,deepseek-r1-0528,1
battle_02205,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02206,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02206,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02207,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02207,Instruction Following,deepseek-r1-0528,0
battle_02208,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02208,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02209,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02209,Instruction Following,deepseek-r1-0528,0
battle_02210,Instruction Following,gemini-2.5-flash,1
battle_02210,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02211,Instruction Following,gemini-2.5-pro,0
battle_02211,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02212,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02212,Instruction Following,gemini-2.5-pro-preview-03-25,0
battle_02213,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02213,Instruction Following,gemini-2.5-flash,1
battle_02214,Instruction Following,claude-opus-4-20250514,1
battle_02214,Instruction Following,deepseek-r1-0528,0
battle_02215,Instruction Following,gemini-2.5-pro,0
battle_02215,Instruction Following,gemini-2.5-flash,1
battle_02216,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02216,Instruction Following,deepseek-r1-0528,1
battle_02217,Instruction Following,gemini-2.5-flash,0
battle_02217,Instruction Following,grok-3-preview-02-24,1
battle_02218,Instruction Following,gemini-2.5-pro,0
battle_02218,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02219,Instruction Following,gemini-2.5-flash,1
battle_02219,Instruction Following,deepseek-r1-0528,0
battle_02220,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02220,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02221,Instruction Following,gemini-2.5-pro,1
battle_02221,Instruction Following,deepseek-r1-0528,0
battle_02222,Instruction Following,grok-3-preview-02-24,0
battle_02222,Instruction Following,kimi-k2-0711-preview,1
battle_02223,Instruction Following,o3-2025-04-16,1
battle_02223,Instruction Following,gemini-2.5-pro-preview-05-06,0
battle_02224,Instruction Following,gemini-2.5-pro-preview-03-25,0
battle_02224,Instruction Following,grok-3-preview-02-24,1
battle_02225,Instruction Following,gemini-2.5-flash,0
battle_02225,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02226,Instruction Following,deepseek-r1-0528,1
battle_02226,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02227,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02227,Instruction Following,kimi-k2-0711-preview,1
battle_02228,Instruction Following,gemini-2.5-pro,1
battle_02228,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02229,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02229,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02230,Instruction Following,gemini-2.5-pro-preview-03-25,0
battle_02230,Instruction Following,grok-3-preview-02-24,1
battle_02231,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02231,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02232,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02232,Instruction Following,o3-2025-04-16,0
battle_02233,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02233,Instruction Following,gemini-2.5-pro,0
battle_02234,Instruction Following,gemini-2.5-pro-preview-03-25,1
battle_02234,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02235,Instruction Following,gemini-2.5-pro-preview-05-06,0
battle_02235,Instruction Following,o3-2025-04-16,1
battle_02236,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02236,Instruction Following,deepseek-r1-0528,0
battle_02237,Instruction Following,grok-3-preview-02-24,1
battle_02237,Instruction Following,gemini-2.5-flash,0
battle_02238,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02238,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02239,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02239,Instruction Following,gemini-2.5-pro-preview-03-25,1
battle_02240,Instruction Following,deepseek-r1-0528,0
battle_02240,Instruction Following,gemini-2.5-flash,1
battle_02241,Instruction Following,deepseek-r1-0528,1
battle_02241,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02242,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02242,Instruction Following,claude-opus-4-20250514,0
battle_02243,Instruction Following,claude-opus-4-20250514,1
battle_02243,Instruction Following,gemini-2.5-pro-preview-05-06,0
battle_02244,Instruction Following,gemini-2.5-flash,0
battle_02244,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02245,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02245,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02246,Instruction Following,claude-opus-4-20250514,1
battle_02246,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02247,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02247,Instruction Following,gemini-2.5-flash,1
battle_02248,Instruction Following,grok-4-0709,1
battle_02248,Instruction Following,grok-3-preview-02-24,0
battle_02249,Instruction Following,gemini-2.5-pro-preview-03-25,1
battle_02249,Instruction Following,grok-3-preview-02-24,0
battle_02250,Instruction Following,o3-2025-04-16,0
battle_02250,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02251,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02251,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02252,Instruction Following,grok-3-preview-02-24,0
battle_02252,Instruction Following,gemini-2.5-pro,1
battle_02253,Instruction Following,gemini-2.5-pro,1
battle_02253,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02254,Instruction Following,o3-2025-04-16,1
battle_02254,Instruction Following,gemini-2.5-flash,0
battle_02255,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02255,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02256,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02256,Instruction Following,grok-4-0709,0
battle_02257,Instruction Following,gemini-2.5-flash,1
battle_02257,Instruction Following,o3-2025-04-16,0
battle_02258,Instruction Following,o3-2025-04-16,1
battle_02258,Instruction Following,gemini-2.5-pro,0
battle_02259,Instruction Following,gemini-2.5-pro,1
battle_02259,Instruction Following,claude-opus-4-20250514,0
battle_02260,Instruction Following,gemini-2.5-pro,0
battle_02260,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02261,Instruction Following,gemini-2.5-flash,0
battle_02261,Instruction Following,o3-2025-04-16,1
battle_02262,Instruction Following,o3-2025-04-16,1
battle_02262,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02263,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02263,Instruction Following,gemini-2.5-pro,1
battle_02264,Instruction Following,kimi-k2-0711-preview,0
battle_02264,Instruction Following,grok-3-preview-02-24,1
battle_02265,Instruction Following,gemini-2.5-flash,0
battle_02265,Instruction Following,claude-opus-4-20250514,1
battle_02266,Instruction Following,claude-opus-4-20250514,0
battle_02266,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02267,Instruction Following,kimi-k2-0711-preview,0
battle_02267,Instruction Following,grok-4-0709,1
battle_02268,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02268,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02269,Instruction Following,claude-opus-4-20250514,0
battle_02269,Instruction Following,o3-2025-04-16,1
battle_02270,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02270,Instruction Following,gemini-2.5-flash,0
battle_02271,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02271,Instruction Following,gemini-2.5-flash,0
battle_02272,Instruction Following,grok-3-preview-02-24,1
battle_02272,Instruction Following,kimi-k2-0711-preview,0
battle_02273,Instruction Following,deepseek-r1-0528,0
battle_02273,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02274,Instruction Following,o3-2025-04-16,0
battle_02274,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02275,Instruction Following,gemini-2.5-pro,1
battle_02275,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02276,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02276,Instruction Following,deepseek-r1-0528,1
battle_02277,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02277,Instruction Following,kimi-k2-0711-preview,1
battle_02278,Instruction Following,gemini-2.5-pro,1
battle_02278,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02279,Instruction Following,o3-2025-04-16,1
battle_02279,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02280,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02280,Instruction Following,grok-3-preview-02-24,1
battle_02281,Instruction Following,claude-opus-4-20250514,0
battle_02281,Instruction Following,gemini-2.5-flash,1
battle_02282,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02282,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02283,Instruction Following,claude-opus-4-20250514,0
battle_02283,Instruction Following,gemini-2.5-flash,1
battle_02284,Instruction Following,kimi-k2-0711-preview,0
battle_02284,Instruction Following,gemini-2.5-flash,1
battle_02285,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02285,Instruction Following,o3-2025-04-16,0
battle_02286,Instruction Following,o3-2025-04-16,1
battle_02286,Instruction Following,gemini-2.5-pro,0
battle_02287,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02287,Instruction Following,gemini-2.5-flash,1
battle_02288,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02288,Instruction Following,grok-3-preview-02-24,0
battle_02289,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02289,Instruction Following,gemini-2.5-pro,0
battle_02290,Instruction Following,deepseek-r1-0528,0
battle_02290,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02291,Instruction Following,grok-3-preview-02-24,0
battle_02291,Instruction Following,claude-opus-4-20250514,1
battle_02292,Instruction Following,deepseek-r1-0528,0
battle_02292,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02293,Instruction Following,gemini-2.5-pro,0
battle_02293,Instruction Following,kimi-k2-0711-preview,1
battle_02294,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02294,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02295,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02295,Instruction Following,gemini-2.5-flash,1
battle_02296,Instruction Following,gemini-2.5-flash,0
battle_02296,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02297,Instruction Following,o3-2025-04-16,0
battle_02297,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02298,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02298,Instruction Following,gemini-2.5-flash,1
battle_02299,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02299,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02300,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02300,Instruction Following,o3-2025-04-16,0
battle_02301,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02301,Instruction Following,gemini-2.5-flash,0
battle_02302,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02302,Instruction Following,o3-2025-04-16,1
battle_02303,Instruction Following,gemini-2.5-flash,1
battle_02303,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02304,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02304,Instruction Following,gemini-2.5-flash,0
battle_02305,Instruction Following,o3-2025-04-16,1
battle_02305,Instruction Following,gemini-2.5-pro,0
battle_02306,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02306,Instruction Following,gemini-2.5-flash,0
battle_02307,Instruction Following,deepseek-r1-0528,1
battle_02307,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02308,Instruction Following,gemini-2.5-pro,1
battle_02308,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02309,Instruction Following,claude-opus-4-20250514,1
battle_02309,Instruction Following,gemini-2.5-flash,0
battle_02310,Instruction Following,gemini-2.5-flash,1
battle_02310,Instruction Following,deepseek-r1-0528,0
battle_02311,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02311,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02312,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02312,Instruction Following,claude-opus-4-20250514,1
battle_02313,Instruction Following,claude-opus-4-20250514,0
battle_02313,Instruction Following,gemini-2.5-flash,1
battle_02314,Instruction Following,claude-opus-4-20250514,1
battle_02314,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02315,Instruction Following,gemini-2.5-pro,1
battle_02315,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02316,Instruction Following,kimi-k2-0711-preview,0
battle_02316,Instruction Following,o3-2025-04-16,1
battle_02317,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02317,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02318,Instruction Following,grok-3-preview-02-24,1
battle_02318,Instruction Following,claude-opus-4-20250514,0
battle_02319,Instruction Following,grok-3-preview-02-24,0
battle_02319,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02320,Instruction Following,gemini-2.5-flash,1
battle_02320,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02321,Instruction Following,gemini-2.5-pro,0
battle_02321,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02322,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02322,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02323,Instruction Following,gemini-2.5-pro,1
battle_02323,Instruction Following,gemini-2.5-flash,0
battle_02324,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02324,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02325,Instruction Following,gemini-2.5-pro,1
battle_02325,Instruction Following,grok-3-preview-02-24,0
battle_02326,Instruction Following,gemini-2.5-flash,0
battle_02326,Instruction Following,claude-opus-4-20250514,1
battle_02327,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02327,Instruction Following,o3-2025-04-16,1
battle_02328,Instruction Following,gemini-2.5-flash,1
battle_02328,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02329,Instruction Following,gemini-2.5-flash,1
battle_02329,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02330,Instruction Following,gemini-2.5-flash,1
battle_02330,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02331,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02331,Instruction Following,gemini-2.5-flash,0
battle_02332,Instruction Following,gemini-2.5-pro-preview-05-06,0
battle_02332,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02333,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02333,Instruction Following,kimi-k2-0711-preview,1
battle_02334,Instruction Following,gemini-2.5-flash,0
battle_02334,Instruction Following,grok-3-preview-02-24,1
battle_02335,Instruction Following,o3-2025-04-16,0
battle_02335,Instruction Following,deepseek-r1-0528,1
battle_02336,Instruction Following,gemini-2.5-pro-preview-03-25,1
battle_02336,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02337,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02337,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02338,Instruction Following,deepseek-r1-0528,1
battle_02338,Instruction Following,claude-opus-4-20250514,0
battle_02339,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02339,Instruction Following,gemini-2.5-flash,0
battle_02340,Instruction Following,claude-opus-4-20250514,1
battle_02340,Instruction Following,gemini-2.5-flash,0
battle_02341,Instruction Following,deepseek-r1-0528,0
battle_02341,Instruction Following,gemini-2.5-flash,1
battle_02342,Instruction Following,deepseek-r1-0528,1
battle_02342,Instruction Following,claude-opus-4-20250514,0
battle_02343,Instruction Following,claude-opus-4-20250514,0
battle_02343,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02344,Instruction Following,o3-2025-04-16,0
battle_02344,Instruction Following,gemini-2.5-pro,1
battle_02345,Instruction Following,claude-opus-4-20250514,1
battle_02345,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02346,Instruction Following,claude-opus-4-20250514,1
battle_02346,Instruction Following,deepseek-r1-0528,0
battle_02347,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02347,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02348,Instruction Following,gemini-2.5-pro,1
battle_02348,Instruction Following,kimi-k2-0711-preview,0
battle_02349,Instruction Following,gemini-2.5-pro,1
battle_02349,Instruction Following,gemini-2.5-flash,0
battle_02350,Instruction Following,grok-3-preview-02-24,1
battle_02350,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02351,Instruction Following,kimi-k2-0711-preview,0
battle_02351,Instruction Following,gemini-2.5-flash,1
battle_02352,Instruction Following,claude-opus-4-20250514,1
battle_02352,Instruction Following,gemini-2.5-flash,0
battle_02353,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02353,Instruction Following,kimi-k2-0711-preview,1
battle_02354,Instruction Following,gemini-2.5-pro,0
battle_02354,Instruction Following,deepseek-r1-0528,1
battle_02355,Instruction Following,deepseek-r1-0528,1
battle_02355,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02356,Instruction Following,gemini-2.5-flash,0
battle_02356,Instruction Following,o3-2025-04-16,1
battle_02357,Instruction Following,grok-3-preview-02-24,1
battle_02357,Instruction Following,gemini-2.5-pro,0
battle_02358,Instruction Following,gemini-2.5-flash,0
battle_02358,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02359,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02359,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02360,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02360,Instruction Following,grok-3-preview-02-24,0
battle_02361,Instruction Following,deepseek-r1-0528,0
battle_02361,Instruction Following,claude-opus-4-20250514,1
battle_02362,Instruction Following,claude-opus-4-20250514,1
battle_02362,Instruction Following,gemini-2.5-flash,0
battle_02363,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02363,Instruction Following,gemini-2.5-pro,0
battle_02364,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02364,Instruction Following,gemini-2.5-pro,0
battle_02365,Instruction Following,deepseek-r1-0528,1
battle_02365,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02366,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02366,Instruction Following,gemini-2.5-pro-preview-03-25,1
battle_02367,Instruction Following,o3-2025-04-16,1
battle_02367,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02368,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02368,Instruction Following,grok-3-preview-02-24,0
battle_02369,Instruction Following,deepseek-r1-0528,0
battle_02369,Instruction Following,grok-4-0709,1
battle_02370,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02370,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02371,Instruction Following,o3-2025-04-16,0
battle_02371,Instruction Following,claude-opus-4-20250514,1
battle_02372,Instruction Following,grok-3-preview-02-24,1
battle_02372,Instruction Following,kimi-k2-0711-preview,0
battle_02373,Instruction Following,grok-3-preview-02-24,1
battle_02373,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02374,Instruction Following,gemini-2.5-pro,1
battle_02374,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02375,Instruction Following,deepseek-r1-0528,1
battle_02375,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02376,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02376,Instruction Following,claude-opus-4-20250514,0
battle_02377,Instruction Following,claude-opus-4-20250514,1
battle_02377,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02378,Instruction Following,kimi-k2-0711-preview,0
battle_02378,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02379,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02379,Instruction Following,kimi-k2-0711-preview,1
battle_02380,Instruction Following,gemini-2.5-flash,1
battle_02380,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02381,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02381,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02382,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02382,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02383,Instruction Following,deepseek-r1-0528,1
battle_02383,Instruction Following,claude-opus-4-20250514,0
battle_02384,Instruction Following,o3-2025-04-16,1
battle_02384,Instruction Following,claude-opus-4-20250514,0
battle_02385,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02385,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02386,Instruction Following,deepseek-r1-0528,1
battle_02386,Instruction Following,claude-opus-4-20250514,0
battle_02387,Instruction Following,gemini-2.5-pro,0
battle_02387,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02388,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02388,Instruction Following,deepseek-r1-0528,0
battle_02389,Instruction Following,deepseek-r1-0528,0
battle_02389,Instruction Following,gemini-2.5-pro,1
battle_02390,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02390,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02391,Instruction Following,kimi-k2-0711-preview,1
battle_02391,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02392,Instruction Following,grok-3-preview-02-24,0
battle_02392,Instruction Following,kimi-k2-0711-preview,1
battle_02393,Instruction Following,claude-opus-4-20250514,0
battle_02393,Instruction Following,gemini-2.5-pro,1
battle_02394,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02394,Instruction Following,gemini-2.5-pro,1
battle_02395,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02395,Instruction Following,grok-3-preview-02-24,1
battle_02396,Instruction Following,grok-3-preview-02-24,1
battle_02396,Instruction Following,claude-opus-4-20250514,0
battle_02397,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02397,Instruction Following,o3-2025-04-16,0
battle_02398,Instruction Following,deepseek-r1-0528,1
battle_02398,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02399,Instruction Following,grok-3-preview-02-24,0
battle_02399,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02400,Instruction Following,claude-opus-4-20250514,1
battle_02400,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02401,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02401,Instruction Following,claude-opus-4-20250514,0
battle_02402,Instruction Following,grok-4-0709,0
battle_02402,Instruction Following,kimi-k2-0711-preview,1
battle_02403,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02403,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02404,Instruction Following,o3-2025-04-16,1
battle_02404,Instruction Following,gemini-2.5-pro,0
battle_02405,Instruction Following,grok-3-preview-02-24,0
battle_02405,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02406,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02406,Instruction Following,deepseek-r1-0528,0
battle_02407,Instruction Following,o3-2025-04-16,0
battle_02407,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02408,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02408,Instruction Following,deepseek-r1-0528,0
battle_02409,Instruction Following,deepseek-r1-0528,0
battle_02409,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02410,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02410,Instruction Following,o3-2025-04-16,0
battle_02411,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02411,Instruction Following,o3-2025-04-16,1
battle_02412,Instruction Following,kimi-k2-0711-preview,1
battle_02412,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02413,Instruction Following,kimi-k2-0711-preview,0
battle_02413,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02414,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02414,Instruction Following,o3-2025-04-16,1
battle_02415,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02415,Instruction Following,gemini-2.5-flash,1
battle_02416,Instruction Following,grok-3-preview-02-24,0
battle_02416,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02417,Instruction Following,llama-4-maverick-03-26-experimental,1
battle_02417,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02418,Instruction Following,gemini-2.5-flash,0
battle_02418,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02419,Instruction Following,gemini-2.5-flash,0
battle_02419,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02420,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02420,Instruction Following,gemini-2.5-flash,1
battle_02421,Instruction Following,gemini-2.5-pro,0
battle_02421,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02422,Instruction Following,gemini-2.5-flash,0
battle_02422,Instruction Following,claude-opus-4-20250514,1
battle_02423,Instruction Following,grok-3-preview-02-24,0
battle_02423,Instruction Following,gemini-2.5-pro,1
battle_02424,Instruction Following,grok-3-preview-02-24,0
battle_02424,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02425,Instruction Following,gemini-2.5-flash-preview-04-17,1
battle_02425,Instruction Following,gemini-2.5-flash,0
battle_02426,Instruction Following,claude-opus-4-20250514,0
battle_02426,Instruction Following,gemini-2.5-pro-preview-05-06,1
battle_02427,Instruction Following,o3-2025-04-16,0
battle_02427,Instruction Following,claude-opus-4-20250514,1
battle_02428,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02428,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02429,Instruction Following,claude-opus-4-20250514,1
battle_02429,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02430,Instruction Following,chatgpt-4o-latest-20250326,1
battle_02430,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02431,Instruction Following,o3-2025-04-16,0
battle_02431,Instruction Following,qwen3-235b-a22b-no-thinking,1
battle_02432,Instruction Following,claude-opus-4-20250514,0
battle_02432,Instruction Following,gemini-2.5-flash,1
battle_02433,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02433,Instruction Following,claude-opus-4-20250514,1
battle_02434,Instruction Following,grok-3-preview-02-24,1
battle_02434,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02435,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02435,Instruction Following,gemini-2.5-flash-preview-04-17,0
battle_02436,Instruction Following,qwen3-235b-a22b-no-thinking,0
battle_02436,Instruction Following,claude-opus-4-20250514-thinking-16k,1
battle_02437,Instruction Following,claude-opus-4-20250514,1
battle_02437,Instruction Following,gemini-2.5-pro,0
battle_02438,Instruction Following,deepseek-r1-0528,1
battle_02438,Instruction Following,gemini-2.5-flash,0
battle_02439,Instruction Following,gemini-2.5-pro,0
battle_02439,Instruction Following,gemini-2.5-flash,1
battle_02440,Instruction Following,llama-4-maverick-03-26-experimental,0
battle_02440,Instruction Following,claude-opus-4-20250514,1
battle_02441,Instruction Following,grok-4-0709,1
battle_02441,Instruction Following,claude-opus-4-20250514-thinking-16k,0
battle_02442,Instruction Following,chatgpt-4o-latest-20250326,0
battle_02442,Instruction Following,gemini-2.5-pro,1
battle_02443,Instruction Following,gemini-2.5-pro,1
battle_02443,Instruction Following,gemini-2.5-flash,0
battle_02444,Instruction Following,deepseek-r1-0528,1
battle_02444,Instruction Following,claude-opus-4-20250514,0
battle_02445,Instruction Following,gemini-2.5-pro,1
battle_02445,Instruction Following,kimi-k2-0711-preview,0
battle_02446,Instruction Following,grok-3-preview-02-24,0
